Topic Category,Page Title,URL,Scrape Date,Content Hash,In Brief Summary,Content Extract
Eierstok-kanker,Ik ben behandeld voor eierstok-kanker en krijg controles,https://www.thuisarts.nl/eierstok-kanker/ik-ben-behandeld-voor-eierstok-kanker-en-krijg-controles,2026-05-31 14:50:22,08c044c77e2161dd7515e4def536c06efd9ea1f175aeb5b0d99cc276abc159a0,"• Na je behandeling van eierstok-kanker kun je klachten houden. Zoals moe zijn, pijn, somber zijn of problemen met seks.
• Bespreek je klachten en problemen met je arts of verpleegkundige.
• Samen kijken jullie welke hulp of behandeling je kunt krijgen.
• Eierstok-kanker kan ook terugkomen.
• Daarom krijg je na je behandeling nog 5 jaar controles.","Keuzekaart: hoe gaan je controles na het eerste jaar? Hulp om je beter te voelen Problemen met je stoma Na je behandeling van eierstok-kanker krijg je nog een tijd controles in het ziekenhuis. Dit is om te bespreken hoe het met je gaat en of je hulp nodig hebt. En ook om het snel te weten als de kanker is teruggekomen . Als de kanker terugkomt, is dat meestal binnen 3 jaar. Hoe vaak de controles zijn, hangt af van hoe lang geleden de behandeling was: Eerste en tweede jaar: 4 keer per jaar controle. Dat is ongeveer elke 3 maanden. Derde jaar: 3 keer per jaar controle. Dat is ongeveer elke 4 maanden. Vierde en vijfde jaar: 2 keer per jaar controle. Dat is ongeveer elk half jaar. Na 5 jaar: 1 keer per jaar controle. Het eerste jaar kom je voor de controles naar het ziekenhuis. Daarna kun je samen met je arts kiezen hoe de controles dan gaan: in het ziekenhuis komen, bellen of via e-mail. Jullie kunnen hiervoor ook de keuzekaart gebruiken. Je krijgt tijdens een controle een gesprek met je arts of verpleegkundige. Je bespreekt hoe het met je gaat. Misschien heb je nog steeds klachten. Of nieuwe klachten. Bespreek het ook als je je zorgen maakt of bang bent. Als het nodig is, kan de arts ook je lichaam onderzoeken. Bijvoorbeeld met 1 of meer van deze onderzoeken: De arts voelt aan je buik om te onderzoeken of er een bult of vocht in zit. Ook voelt de arts of de lymfeklieren in je hals of liezen dikker zijn. Lymfeklieren zijn belangrijk bij je afweer. Als kanker naar andere plekken in je lichaam gaat, is dat vaak eerst naar de lymfeklieren. De arts bekijkt de binnenkant van je vagina en de baarmoederhals. Daarvoor doet die voorzichtig een spreider in je vagina."
Eierstok-kanker,Ik heb weer eierstok-kanker nadat ik behandeld ben,https://www.thuisarts.nl/eierstok-kanker/ik-heb-weer-eierstok-kanker-nadat-ik-behandeld-ben,2026-05-31 14:50:25,3ccee957d1443b50413e1e223dba5b14d80b938230f30ed09c4c26bb89e7b2f5,"• Eierstok-kanker die is uitgezaaid, komt vaak terug. Meestal in de eerste 3 jaar na de behandeling.
• De meeste vrouwen genezen niet als de eierstok-kanker terug is.
• Je kijkt met je arts hoe je je zo lang mogelijk goed kunt voelen.
• Samen bekijk je welke behandeling voor jou het beste is.
• Je krijgt meestal chemotherapie. Of chemotherapie samen met andere medicijnen. Soms krijg je weer een operatie.","Doelgerichte therapie Eierstok-kanker kan terugkomen als niet alle kankercellen in je lichaam kapot zijn gegaan door de behandeling. Die kankercellen kunnen weer groeien. Meestal gebeurt dat in de eerste 3 jaar na de behandeling. Bij 6 van de 10 vrouwen komt eierstok-kanker terug na hun behandeling. Dit gebeurt vooral bij vrouwen bij wie de eierstok-kanker al op andere plekken gegroeid was (uitzaaiingen). Bijvoorbeeld andere plekken in hun buik of buiten hun buik. Meestal krijg je chemotherapie als eierstok-kanker terugkomt. Soms krijg je ook doelgerichte therapie. Dit is een behandeling met medicijnen die de kankercellen overal in je lichaam kapot kunnen maken. Of de medicijnen zorgen ervoor dat de kankercellen minder groeien. Dit is een behandeling met medicijnen die ervoor kunnen zorgen dat kankercellen na chemotherapie niet weer gaan groeien. Soms kun je weer een operatie krijgen om de kanker zoveel mogelijk weg te halen. Je kunt bestraling krijgen als je veel pijn of andere klachten hebt door uitzaaiingen. Bijvoorbeeld bestraling op een bot waar de kanker zit. Zit er veel vocht in je buik en heb je er last van? Het vocht kan met een naald uit je buik worden gehaald. Je beslist samen met je arts of je een behandeling wilt of niet. En wat voor jou het beste moment is om met een behandeling te beginnen. Als je nog geen klachten hebt, geeft je arts vaak het advies om te wachten met behandelen. Meteen beginnen met de behandeling heeft deze nadelen: Van een behandeling kun je ook klachten en bijwerkingen krijgen. Je moet regelmatig naar het ziekenhuis voor de behandelingen. Ook dit kan zwaar zijn. Belangrijk om te weten: wachten of meteen beginnen met behandelen heeft geen invloed op hoe lang je leeft. Je leeft niet korter als je wacht met behandelen. Dat heeft onderzoek laten zien. Vrouwen uit dit onderzoek die meteen met de behandeling begonnen, hadden door de bijwerkingen een minder fijn leven. Je arts vertelt welke chemotherapie het beste past bij jouw situatie. En hoeveel behandelingen je krijgt. Welke chemotherapie je krijgt, hangt bijvoorbeeld af van hoe lang geleden de laatste keer was dat je chemotherapie kreeg. Is de kanker binnen 6 maanden na de laatste chemotherapie terug? Dan heeft die soort chemotherapie niet goed gewerkt bij jou."
Huidkanker,Huidkanker,https://www.thuisarts.nl/huidkanker,2026-05-31 14:50:27,f4400d4eeb00ac52a5648e51742afd3d038b2a571eca39a016f11c7f4b03b71b,N/A,"Er bestaan verschillende vormen van huidkanker. De meeste huidkankers ontstaan op oudere leeftijd. Vaak op plekken op de huid waar veel zon komt, zoals gezicht en handen. Bijna altijd is het goed te genezen. Bescherm u goed tegen de zon."
Kanker en werk,Kanker en werk,https://www.thuisarts.nl/kanker-en-werk,2026-05-31 14:50:30,ea36775e5eab74f56f048af90731a6fbb51668df9610c0bd4fc89b636cae5bd5,N/A,"Als u kanker heeft (gehad), is er veel onzeker, ook of u weer kunt gaan werken. U kunt zich moe, bang of somber voelen, waardoor werken moeilijker gaat. Werk kan ook afleiding, plezier, structuur en een nuttig gevoel geven. Samen met uw werkgever en de bedrijfsarts bekijkt u of u weer kunt werken, en hoe. De bedrijfsarts geeft advies over aanpassingen in uw werk. Vertel over uw situatie. Zo kunnen uw werkgever, collega’s en de bedrijfsarts u goed steunen. U kunt ook begeleiding krijgen van een bedrijfsarts die gespecialiseerd is in kanker of een re-integratiebureau. Hulp van de bedrijfsarts Moe zijn door kanker die niet meer te genezen is"
Kanker en werk,Ik heb kanker en vraag me af of ik kan blijven werken,https://www.thuisarts.nl/kanker-en-werk/ik-heb-kanker-en-vraag-me-af-of-ik-kan-blijven-werken,2026-05-31 14:50:30,7857ab1e0cda2bf9272c8690ad9fab2e205ce8186dab245b8e4611cc5737ae1f,"• Als u kanker heeft, is er veel onzeker, ook of u kunt blijven werken.
• U kunt zich moe, bang of somber voelen, waardoor werken moeilijker gaat.
• Werk kan ook afleiding, plezier, structuur en een nuttig gevoel geven.
• Vertel uw werkgever en de bedrijfsarts meteen dat u ziek bent.
• Samen bekijkt u of u kunt blijven werken, en hoe.
• De bedrijfsarts geeft advies over aanpassingen in uw werk.
• Vertel over uw situatie. Dan kunnen uw werkgever, collega’s en de bedrijfsarts u goed steunen.
• U kunt ook begeleiding krijgen van een bedrijfsarts die gespecialiseerd is in kanker.","Als u kanker heeft, is er veel onzeker. U heeft veel vragen. Vooral over de behandeling en uw kansen op genezing. Maar u kunt ook vragen hebben over uw werk, zoals: Hoe moet het met mijn werk als ik telkens naar het ziekenhuis moet voor behandelingen? Kan ik mijn werk wel blijven doen of kan ik beter even stoppen? Kan ik mijn aandacht wel bij mijn werk houden? Met wie kan ik hierover praten? U kunt stoppen met werken. Maar dat hoeft niet. Het kan moeilijk zijn om die keuze te maken. Misschien wilt u wel blijven werken, maar bent u bijvoorbeeld te moe. Neem uw gevoelens en twijfels serieus. Praat erover met uw partner, familie of goede vriend(in). Praat er ook over met uw huisarts en/of medisch specialist. Als u dit al vóór de behandeling doet, dan kan de arts bij uw behandeling rekening houden met uw werk. Neem ook al snel contact op met de bedrijfsarts. Als u stopt met werken, meldt u zich ziek. Als u uw werk deels blijft doen, meldt u zich deels ziek. Dit doet u in overleg met uw werkgever en de bedrijfsarts. Werk kan om verschillende redenen belangrijk voor u zijn, bijvoorbeeld: U ziet collega’s en andere mensen. Het geeft u zelfvertrouwen. Door uw ziekte kan uw werk nog belangrijker worden: Op uw werk heeft u afleiding. U hoeft even niet bezig te zijn met ‘ziek zijn’. Het kan een fijn gevoel geven dat u iets nuttigs doet. Als u werkt, kunt u zelfs minder klachten hebben, zoals moeheid."
Kanker en werk,Ik heb kanker (gehad) en wil misschien weer gaan werken,https://www.thuisarts.nl/kanker-en-werk/ik-heb-kanker-gehad-en-wil-misschien-weer-gaan-werken,2026-05-31 14:50:31,3539bb5b5404d9b2d010aa2f87adf67e91907b13aaa945dd7ca71211c7bc9709,"• Als u kanker heeft (gehad), is er veel onzeker, ook of u weer kunt gaan werken.
• U kunt zich moe, bang of somber voelen, waardoor werken moeilijker gaat.
• Werk kan ook afleiding, plezier, structuur en een nuttig gevoel geven.
• Samen met uw werkgever en de bedrijfsarts bekijkt u of u weer kunt werken, en hoe.
• De bedrijfsarts geeft advies over aanpassingen in uw werk.
• Vertel over uw situatie. Zo kunnen uw werkgever, collega’s en de bedrijfsarts u goed steunen.
• U kunt ook begeleiding krijgen van een bedrijfsarts die gespecialiseerd is in kanker of een re-integratiebureau.","Problemen op het werk Werken gaat niet meer Als u door kanker gestopt bent met werken, kunt u veel vragen hebben. Bijvoorbeeld: Krijg ik wel weer genoeg energie om aan het werk te gaan? Kan ik terug naar mijn oude werk of kan ik beter ander werk gaan doen? Wie kan mij helpen als ik weer aan het werk ga? Kan mijn werkgever me ontslaan als ik niet kan werken door mijn ziekte? Of u weer kunt gaan werken, hangt af van de soort kanker die u heeft. Kunt u genezen? Voelt u zich erg ziek? Heeft u veel last van bijwerkingen van de behandeling? Het kan moeilijk zijn om te kiezen of u weer gaat werken, en wanneer. U kunt tijdens de behandeling al weer gaan werken, of erna. De meeste mensen gaan weer werken als de behandeling klaar is. Misschien wilt u wel weer aan het werk, maar bent u nog heel moe. Of kunt u uw aandacht er niet bij houden. Neem uw gevoelens en twijfels serieus. Praat erover met uw partner, familie of goede vriend(in). En praat er ook regelmatig over met uw huisarts en/of specialist. Er zijn verschillende redenen waarom het prettig kan zijn om weer aan het werk te gaan: U ziet collega’s en andere mensen. Het geeft u zelfvertrouwen. Als u ziek bent (geweest), kan uw werk zelfs nog belangrijker voor u worden. Op uw werk denkt u aan andere dingen. U denkt even niet aan ‘ziek zijn’. Het kan een fijn gevoel geven dat u iets nuttigs doet. Als u werkt, kunt u zelfs minder klachten hebben, zoals moeheid. Klachten die veel mensen met kanker hebben, zijn: moeheid, psychische problemen en problemen met denken. Daardoor kan het moeilijk zijn om weer te gaan werken."
Kanker en zwanger worden,Kanker en zwanger worden,https://www.thuisarts.nl/kanker-en-zwanger-worden,2026-05-31 14:50:35,58d79b55f02c04e5220b876c3038d8744d93b796eaa9dea883a7995c182666b0,N/A,Door sommige behandelingen bij kanker kun je minder goed of niet meer zwanger worden. Je kunt dan soms een behandeling krijgen om later toch zwanger te worden. Voorbeelden zijn: eicellen invriezen of bevruchte eicellen (embryo’s) invriezen. Het is niet zeker dat je na deze behandelingen zwanger wordt. Het kan moeilijk zijn om over deze behandelingen na te denken. Soms helpt het om te praten met vrouwen die hetzelfde meemaken. Nog niet zwanger geworden Moe zijn door kanker die niet meer te genezen is
Kanker en zwanger worden,Ik heb kanker en ik wil nog zwanger worden,https://www.thuisarts.nl/kanker-en-zwanger-worden/ik-heb-kanker-en-ik-wil-nog-zwanger-worden,2026-05-31 14:50:36,440fa44d4faeda98507204cb46da5b476b3e7969263940b7ea8c63e8b4dc3d95,"• Door sommige behandelingen bij kanker kun je minder goed of niet meer zwanger worden.
• Voorbeelden zijn: een operatie, chemotherapie en bestraling.
• Je kunt dan soms een behandeling krijgen om later toch zwanger te worden.
• Het kan moeilijk zijn om over deze behandelingen na te denken.
• Soms helpt het om te praten met vrouwen die hetzelfde meemaken.","Kanker en zwanger worden Minder goed of niet meer zwanger Behandelingen om toch zwanger te worden Om zwanger te kunnen worden zijn in elk geval 2 dingen nodig: Je baarmoeder moet goed werken. Je eierstokken moeten goed werken. Sommige behandelingen tegen kanker beschadigen je baarmoeder of eierstokken. Je kunt dan minder makkelijk zwanger worden of niet meer zwanger worden. Hoe groot de kans is dat je niet meer zwanger wordt, hangt af van: hoe groot de kans op zwangerschap is voordat de behandeling begint. Bijvoorbeeld hoeveel eicellen je op dat moment hebt. welke behandeling tegen kanker je krijgt hoe lang je behandeling tegen kanker duurt Voordat de behandeling tegen kanker begint, bespreekt je arts met jou of je nog graag kinderen wilt krijgen. Misschien kun je een behandeling krijgen die de kans groter maakt dat je daarna zwanger wordt. Als de arts 1 eierstok weghaalt en je baarmoeder laat zitten, kun je nog zwanger worden. Als de arts 2 eierstokken weghaalt, kun je niet meer vanzelf zwanger worden. Je hebt dan een eicel van een andere vrouw nodig. Als de arts je baarmoeder weghaalt, kun je niet meer zelf zwanger worden. Bij chemotherapie krijg je medicijnen die via je bloed door je hele lichaam gaan. Je eierstokken kunnen hierbij beschadigen en minder goed werken. Je kunt dan een tijdje niet ongesteld worden. Of helemaal niet meer ongesteld worden. Als je niet ongesteld wordt, kun je niet zwanger worden."
Kanker en zwanger worden,Ik heb kanker en ik krijg een behandeling om later zwanger te kunnen worden,https://www.thuisarts.nl/kanker-en-zwanger-worden/ik-heb-kanker-en-ik-krijg-behandeling-om-later-zwanger-te-kunnen-worden,2026-05-31 14:50:39,3fefa3001a993dc05789b4e99ee6a6fd819ca115de1353ebf44d41f29f529a1a,"• Door sommige behandelingen bij kanker kun je minder goed of niet meer zwanger worden.
• Je kunt dan soms een behandeling krijgen om later toch zwanger te worden.
• Voorbeelden zijn: eicellen invriezen of bevruchte eicellen (embryo’s) invriezen.
• Het is niet zeker dat je na deze behandelingen zwanger wordt.
• Als het na deze behandelingen toch niet lukt om zwanger te worden, zijn er nog andere manieren om een kind te krijgen.","Als het niet lukt om zwanger te worden Om later nog zwanger te kunnen worden, kun je 1 of meer van deze behandelingen krijgen: bevruchte eicellen (embryo’s) invriezen een (stukje) eierstok invriezen Niet elke behandeling is voor iedereen geschikt. Soms kun je verschillende behandelingen krijgen. Een behandeling om later nog zwanger te kunnen worden, krijg je altijd voordat je behandeling tegen kanker begint. Je kunt je eicellen laten invriezen als de volgende dingen voor jou kloppen: Je hebt nog tijd om je eicellen in te vriezen voordat je met je behandeling tegen kanker begint. Je bent jonger dan 40 jaar. De kans is groot dat je eierstokken beschadigen door de behandeling tegen kanker. De kans is groot dat je na de behandeling tegen kanker eerder in de overgang komt. Je bent nog fit genoeg om een behandeling met hormonen te krijgen. Je krijgt 2 tot 3 weken een behandeling met hormonen. Daardoor gaan er meer eicellen tegelijk groeien. De arts haalt daarna de eicellen uit je eierstokken. Je eicellen worden ingevroren. Na de behandeling tegen kanker kunnen je eicellen worden ontdooid. Je eicellen worden in een laboratorium bevrucht met zaadcellen. De bevruchte eicellen (embryo’s) worden via je vagina in je baarmoeder geplaatst. Er is een kleine kans dat je een bloeding of een ontsteking door bacteriën krijgt bij het weghalen van de eicellen uit je eierstok. Heel soms groeien er te veel eicellen in je eierstok. Je kunt dan last hebben van deze klachten:"
Longkanker,Longkanker,https://www.thuisarts.nl/longkanker,2026-05-31 14:50:42,58cb05b24d0eca8dc5e11d6684561ec8db0418cf2be8e68b799dad2aee413a38,N/A,"Als de longkanker alleen in uw long zit, kunt u een operatie, bestraling en chemotherapie krijgen. Bij uitgezaaide longkanker zijn chemotherapie, bestraling en behandelingen tegen pijn mogelijk. Bij niet-kleincellige longkanker kunt u ook speciale medicijnen krijgen, zoals voor uw afweer. Bespreek met uw arts de voordelen en nadelen van de behandelingen. Moe zijn door kanker die niet meer te genezen is"
Longkanker,Ik heb misschien longkanker,https://www.thuisarts.nl/longkanker/ik-heb-misschien-longkanker,2026-05-31 14:50:42,12d4c1680358b6dc17fadf9398afb867be7bfd0dfdee9ae1a4280d757a9ee8c6,"• Lange tijd hoesten is vaak de eerste klacht bij longkanker.
• Andere klachten die u kunt krijgen: bloed ophoesten, moe zijn, geen zin in eten en afvallen als u dat niet wilt.
• Longkanker komt vaak door lang en veel roken. Soms ontstaat het bij mensen die nooit gerookt hebben.
• De huisarts kan bloedonderzoek laten doen en een longfoto laten maken.
• Als het nodig is laat de longarts meer onderzoek doen. Bijvoorbeeld een CT-scan of een klein stukje long weghalen voor onderzoek.","Onderzoek bij huisarts Onderzoek bij longarts Bij longkanker zijn longcellen veranderd in kankercellen. Die cellen kunnen losgaan en ergens anders in het lichaam komen. Bijvoorbeeld in de hersenen, botten of lever. Daar kunnen ze weer gaan groeien. Dit zijn uitzaaiingen. Er zijn 2 soorten longkanker: Niet-kleincellige longkanker Ongeveer 85 van de 100 mensen met longkanker heeft deze soort. De kanker groeit langzamer dan bij kleincellige longkanker. Vaak groeit de kanker al lange tijd in de longen voordat de longkanker wordt ontdekt. Kleincellige longkanker Ongeveer 15 van de 100 mensen met longkanker heeft deze soort. De cellen van deze soort longkanker zijn klein. Ze delen zich heel snel. De kanker groeit sneller dan niet-kleincellige longkanker. De meeste mensen met longkanker krijgen pas laat klachten. De kanker is dan meestal al groot. De kanker is vaak ook al uitgezaaid. De kanker zit dan niet in 1 long, maar bijvoorbeeld ook in de andere long. Of op andere plekken in uw lichaam. Soms komen de eerste klachten door uitzaaiingen. Bijvoorbeeld pijn op andere plekken in het lichaam door uitzaaiingen in de botten. Klachten bij longkanker kunnen zijn: lange tijd veel hoesten, een prikkelhoest bloed in de mond bij hoesten snel en moeilijk ademen ontstekingen in de luchtpijp of longen die niet overgaan, ook niet met medicijnen een hese stem die niet weggaat, zonder keelpijn"
Longkanker,Ik krijg onderzoek naar uitzaaiingen van longkanker,https://www.thuisarts.nl/longkanker/ik-krijg-onderzoek-naar-uitzaaiingen-van-longkanker,2026-05-31 14:50:45,125952a1c3c797fe10803a6d4831c610318612296c89c3e6124aa1190f42fd11,"• Longkanker kan uitzaaien. Dan komen er kankercellen in andere organen, zoals de lymfeklieren, lever, hersenen of botten.
• U krijgt onderzoeken om te zien of u uitzaaiingen heeft. Zoals een CT-scan of PET-scan.
• Het duurt ongeveer 2 tot 4 weken voordat alle uitslagen van de onderzoeken bekend zijn.
• U kunt zich onzeker of gespannen voelen door de onderzoeken.
• Het kan helpen om te praten met uw huisarts of de verpleegkundige. Of met andere mensen met longkanker.","Als het duidelijk is dat u longkanker heeft, krijgt u verder onderzoek. Door dit onderzoek komt u te weten: welk soort longkanker u heeft op welke plekken in uw lichaam de longkanker zit en hoe groot de kanker is. Dit is het stadium van de longkanker. of er speciale veranderingen in het DNA zijn in de kankercellen (die heten mutaties). Voor sommige veranderingen is er een speciale behandeling. Er kunnen kankercellen in andere delen van het lichaam komen. Dit zijn uitzaaiingen. Longkanker kan uitzaaien naar: lymfeklieren tussen de longen, in de hals en rondom het sleutelbeen of in de oksels de andere long, de botten, de hersenen , de lever, bijnieren en andere organen Hoe hoger het stadium, hoe ernstiger de longkanker is. Artsen gebruiken deze indeling: Stadium 1: de kanker zit alleen in de long, er zijn geen uitzaaiingen. Stadium 2: de kanker in de long is al iets groter, of de kanker in de long is klein met uitzaaiingen in de lymfeklieren van de long. Stadium 3: de kanker in de long is uitgezaaid naar de lymfeklieren tussen de longen of rondom het sleutelbeen. Stadium 4: de kanker in de long is uitgezaaid naar andere organen, zoals de andere long, de longvliezen, hersenen, lever en botten. U kunt 1 of meer onderzoeken krijgen: De arts bekijkt de lymfeklieren rondom uw luchtpijp en slokdarm. U wordt met medicijnen in slaap gebracht (narcose). U merkt daardoor niets van de operatie. Dan schuift de arts een dunne slang met een klein echo-apparaat in uw luchtpijp of slokdarm. Is een lymfeklier groter dan normaal? Dan haalt de arts een klein stukje van die klier weg (dit heet een punctie). Dit stukje wordt onderzocht op kankercellen. Soms is te zien of de kanker is doorgegroeid in bijvoorbeeld de luchtpijp."
Longkanker,Ik heb longkanker zonder uitzaaiingen (stadium 1 of 2),https://www.thuisarts.nl/longkanker/ik-heb-longkanker-zonder-uitzaaiingen-stadium-1-of-2,2026-05-31 14:50:46,2210ffa33534a52c48f9e387e6564138f33f10b54748b71445be7d80360e6a1e,"• Van longkanker zonder uitzaaiingen kunt u genezen.
• U kunt verschillende behandelingen krijgen: chemotherapie, een operatie en bestraling.
• Een operatie is mogelijk als:
  ◦ de kanker niet is doorgegroeid buiten de long
  ◦ en als u fit genoeg bent
• Het duurt een aantal weken tot maanden voor u genezen bent van de operatie.
• Bestraling en chemotherapie kunnen bijwerkingen geven. Zoals moe zijn, jeuk, haaruitval of misselijk zijn.","Bestraling en chemotherapie Adviezen bij moe zijn U heeft longkanker. Er is onderzocht of u uitzaaiingen heeft. De kanker zit alleen in uw long of in de lymfeklieren van uw long. U heeft geen uitzaaiingen in uw andere organen. Dan heeft u kans om te genezen. Als u hoort dat u longkanker heeft, is de eerste tijd vaak moeilijk. U weet niet zeker of een behandeling de ziekte gaat genezen. Mogelijke behandelingen zijn: een combinatie van deze behandelingen behandelingen tegen pijn (geen behandeling tegen de kanker) U bespreekt samen met uw longarts welke behandelingen u kunt krijgen en wat u wilt. De arts of verpleegkundige bespreekt bijvoorbeeld met u: de voordelen en nadelen van de behandelingen wat u kunt verwachten van de behandelingen wat u belangrijk vindt om te kunnen blijven doen Een operatie is mogelijk als beide dingen voor u kloppen: De kanker is niet doorgegroeid buiten de long. Er zijn 2 verschillende longoperaties: een kijkoperatie (VATS-operatie)"
Longkanker,Ik heb longkanker met uitzaaiingen rondom de long (stadium 3),https://www.thuisarts.nl/longkanker/ik-heb-longkanker-met-uitzaaiingen-rondom-long-stadium-3,2026-05-31 14:50:49,bbcb09a6fbda7cc07b3b051b18d58bc5795a79f6c4dcb02a3e66269cb474e822,"• Bij longkanker met uitzaaiingen rondom de long kunt u meestal bestraling en chemotherapie krijgen.
• Behandelingen kunnen zorgen dat u langer leeft, met minder klachten.
• Er kunnen ook bijwerkingen zijn. Bijvoorbeeld moe zijn, jeuk, haaruitval of misselijk zijn.","Uitzaaiingen rond de long Bestraling en chemotherapie Adviezen bij moe zijn Als u hoort dat u longkanker heeft met uitzaaiingen rondom de long, is de eerste tijd vaak moeilijk. U weet niet hoe lang u nog te leven heeft. En hoe lang u nog fit blijft. Met uw longarts bespreekt u wat er mogelijk is om de ziekte te behandelen. En om ervoor te zorgen dat u zo lang mogelijk kunt doen wat u graag wilt doen. Uw longarts vertelt over de behandelingen die mogelijk zijn bij u. Zo weet u wat u kunt verwachten van de behandeling. En wat de nadelen zijn. Een klein deel van de mensen geneest van longkanker na de behandelingen. De behandelingen kunnen zorgen dat u langer leeft, met minder klachten. Hoe een behandeling bij u werkt, is niet zeker. U kunt ook kiezen om niet te beginnen met een behandeling tegen de kanker. Dan zijn er andere mogelijkheden, zoals manieren om de pijn minder te maken . Bij bestraling (radiotherapie) worden met röntgenstralen kankercellen kapotgemaakt. De bestraling maakt de kern van de cellen kapot. Hierdoor kunnen ze niet meer groeien. De arts richt de bestraling zo precies mogelijk op de kanker. Het gezonde deel van de long om de kanker heen krijgt ook wat straling. Bijwerkingen van bestraling kunnen zijn: branderig gevoel bij slikken, waardoor eten soms tijdelijk moeilijk is jeuk Probeer niet te krabben. rode huid (net als bij zonnebrand) U kunt een verzachtende en beschermende crème of zalf op de rode huid smeren, zoals lanette crème. Zorg ook dat uw huid niet in de zon komt. snel of moeilijk ademen"
Longkanker,Ik heb uitgezaaide longkanker (stadium 4),https://www.thuisarts.nl/longkanker/ik-heb-uitgezaaide-longkanker-stadium-4,2026-05-31 14:50:50,1af78b2b1ce63d53e199616892b63ee4502d38b7fe8ab4ec7ed0966124bff635,"• Bij uitgezaaide longkanker wordt u meestal niet meer beter.
• Behandelingen hebben voordelen en nadelen.
• Ze kunnen klachten minder maken. Soms kunnen ze ervoor zorgen dat u langer leeft.
• Vooraf is het niet zeker of een behandeling zal werken bij u.
• Nadelen zijn bijwerkingen en de energie en tijd die ze u kosten.
• U kiest wat het beste bij u past. Praat met uw arts, verpleegkundige, familie en vrienden over wat u belangrijk vindt.","Doelgerichte therapie Zorg aan het eind van uw leven Bij longkanker die is uitgezaaid zitten er kankercellen in bijvoorbeeld uw andere long, uw hersenen, lever of botten. U kunt dan meestal niet meer beter worden. Als u dit hoort, is dat meestal heel moeilijk. U weet niet hoe lang u nog te leven heeft. U weet niet hoe lang u nog fit genoeg blijft om te doen wat u graag wilt doen. U bespreekt samen met uw longarts wat de ziekte kan remmen. En hoe u zich zo goed mogelijk blijft voelen. U kunt er ook voor kiezen om geen behandeling tegen de kanker meer te krijgen. Dan zijn er andere mogelijkheden, zoals manieren om de pijn en moeheid minder te maken. Door de longkanker kunt u last hebben van: bloed in uw mond als u hoest Welke klachten u verder heeft, heeft te maken met waar de uitzaaiingen zitten. Klachten bij uitzaaiingen in de hersenen kunnen bijvoorbeeld zijn: moeite met dingen onthouden of begrijpen Mogelijke klachten bij uitzaaiingen in botten zijn: zwakkere botten, waardoor ze makkelijk kunnen breken u kunt uw benen of een groter deel van uw lichaam niet bewegen Dit kan gebeuren als een uitzaaiing in een wervel drukt op uw ruggenmerg. Uitzaaiingen in de lever geven vaak weinig klachten. Bij uitgezaaide longkanker zijn er verschillende behandelingen. Die kunnen de kanker soms remmen of kleiner maken. Soms kunnen ze ook de klachten minder maken."
Maagkanker,Maagkanker,https://www.thuisarts.nl/maagkanker,2026-05-31 14:50:53,468db035d34b2f1b576f915a2781c2aa0958784ad8c7dd7a8a4ca6bb7578f9fc,N/A,"Maagkanker kan verschillende klachten geven. Zoals pijn bovenin je buik en afvallen. Je krijgt meestal meer onderzoeken, zoals een CT-scan. Soms kun je een operatie krijgen om de kanker weg te halen. Voor en na de operatie kun je chemotherapie krijgen. Als je niet meer beter kunt worden, kun je een behandeling krijgen om te zorgen dat de kanker minder snel groeit. Of tegen je klachten. Moe zijn door kanker die niet meer te genezen is"
Maagkanker,Ik heb maagkanker en krijg meer onderzoek,https://www.thuisarts.nl/maagkanker/ik-heb-maagkanker-en-krijg-meer-onderzoek,2026-05-31 14:50:54,0d3c8434728ad442c781206305cf02772ad201afea9febab6f26899dfd3fc436,"• Je hebt een kijk-onderzoek van de maag gehad.
• Als daaruit komt dat je maagkanker hebt, krijg je meestal meer onderzoek.
• Daarmee kan de arts zien hoe groot de kanker is. En of de kanker ook in andere delen van je lichaam zit.
• Je bespreekt met de arts welke behandelingen je kunt en wilt krijgen.","Bij maagkanker groeien er kankercellen in de maag. Aan de binnenkant van de maag zit een laagje slijm: het slijmvlies. Hier begint de kanker meestal. De kanker kan verder groeien. Bijvoorbeeld in de spieren van de maag. Maagkanker kan doorgroeien naar je slokdarm of naar het eerste deel van je dunne darm. De kanker kan ook door de maagwand heen groeien naar organen in de buurt van je maag. Bijvoorbeeld je alvleesklier, milt, lever of dikke darm. De kanker kan uitzaaien. Via je bloed gaan er dan kankercellen naar een andere plek in het lichaam. Bijvoorbeeld de lever of longen. Maagkanker kan ook uitzaaien in de buikholte. Maagkanker kan ook uitzaaien via de lymfeklieren. Dit zijn een soort kleine bolletjes die op veel plekken in je lichaam zitten. Ze zijn belangrijk voor je afweer en helpen om afvalstoffen op te ruimen. De kanker kan van de lymfeklieren rondom je maag naar lymfeklieren op andere plekken in je lichaam gaan. Maagkanker kan deze klachten geven: Je poep is zwart. Dit kan komen door bloed in je poep. Je valt af zonder dat je er iets voor doet. Je hebt pijn bovenin je buik of achter je borstbeen. Je merkt dat je eten niet wil zakken. Je bent misselijk en moet vaak overgeven. Je hebt last van brandend maagzuur en moet vaak boeren. Je hebt geen zin in eten of drinken met een sterke geur. Zoals koffie, gebraden vlees en gekruid eten. Je hebt na een klein beetje eten al een vol gevoel. Je hebt minder trek in eten. Je bent sneller buiten adem."
